obs,id_obs,id_name,id_koi
rj194.1085,rj194.1085,K05869,5869
rj194.1086,rj194.1086,K05877,5877
rj194.1087,rj194.1087,K05888,5888
rj194.1088,rj194.1088,CK02093,2093
rj194.1089,rj194.1089,CK04207,4207
rj194.1090,rj194.1090,K00466,466
rj194.1091,rj194.1091,K00760,760
rj194.1095,rj194.1095,K01546,1546
rj194.1293,rj194.1293,K05966,5966
rj194.1296,rj194.1296,CK04268,4268
rj194.1297,rj194.1297,K05159,5159
rj194.1487,rj194.1487,K03680,3680
rj199.88,rj199.88,CK05782,5782
rj199.89,rj199.89,CK05057,5057
rj199.90,rj199.90,CK05379,5379
rj199.91,rj199.91,CK05119,5119
rj199.100,rj199.100,CK05048,5048
rj200.127,rj200.127,CK05461,5461
rj200.132,rj200.132,CK05393,5393
rj200.133,rj200.133,CK05324,5324
rj200.134,rj200.134,CK05107,5107
rj200.135,rj200.135,CK05375,5375
rj201.114,rj201.114,CK01891,1891
rj201.115,rj201.115,CK02236,2236
rj201.116,rj201.116,K03138,3138
rj201.609,rj201.609,CK00884,884
rj201.610,rj201.610,CK01601,1601
rj201.611,rj201.611,K07591,7591
rj201.820,rj201.820,CK01598,1598
rj201.821,rj201.821,CK01332,1332
rj201.822,rj201.822,K07567,7567
rj201.823,rj201.823,K07040,7040
rj201.1046,rj201.1046,CK01945,1945
rj201.1047,rj201.1047,CK01015,1015
rj201.1196,rj201.1196,CK01992,1992
rj201.1197,rj201.1197,CK00872,872
rj201.1198,rj201.1198,CK01940,1940
rj201.1199,rj201.1199,K03283,3283
rj201.1237,rj201.1237,CK01845,1845
rj201.1238,rj201.1238,CK00993,993
rj201.1239,rj201.1239,K07592,7592
rj201.1240,rj201.1240,K04902,4902
rj202.78,rj202.78,CK00519,519
rj202.79,rj202.79,K01126,1126
rj202.99,rj202.99,CK00906,906
rj202.100,rj202.100,K06971,6971
rj202.101,rj202.101,CK00546,546
rj202.102,rj202.102,K06981,6981
rj202.103,rj202.103,CK01832,1832
rj202.104,rj202.104,K06883,6883
rj202.105,rj202.105,K07605,7605
rj202.314,rj202.314,CK02442,2442
rj202.315,rj202.315,CK01952,1952
rj202.316,rj202.316,K03034,3034
rj202.317,rj202.317,K07566,7566
rj202.322,rj202.322,CK00892,892
rj202.520,rj202.520,CK00115,115
rj202.532,rj202.532,K05290,5290
rj202.533,rj202.533,K02012,2012
rj202.534,rj202.534,CK00829,829
rj202.535,rj202.535,CK01713,1713
rj202.706,rj202.706,K05592,5592
rj202.707,rj202.707,K07136,7136
rj202.708,rj202.708,CK00601,601
rj202.709,rj202.709,CK01307,1307
rj202.715,rj202.715,K05645,5645
rj202.716,rj202.716,K07345,7345
rj202.717,rj202.717,K05924,5924
rj202.718,rj202.718,CK01359,1359
rj202.719,rj202.719,CK00837,837
rj202.914,rj202.914,CK00582,582
rj202.915,rj202.915,CK00734,734
rj202.916,rj202.916,CK02073,2073
rj202.917,rj202.917,K06927,6927
rj202.918,rj202.918,K05574,5574
rj202.932,rj202.932,CK02195,2195
rj202.934,rj202.934,CK01163,1163
rj202.1091,rj202.1091,K05702,5702
rj202.1092,rj202.1092,K05612,5612
rj202.1093,rj202.1093,K01581,1581
rj202.1094,rj202.1094,K06759,6759
rj202.1095,rj202.1095,CK02413,2413
rj202.1394,rj202.1394,CK00800,800
rj202.1395,rj202.1395,CK02147,2147
rj202.1396,rj202.1396,K06786,6786
rj202.1811,rj202.1811,CK00749,749
rj202.1812,rj202.1812,CK02554,2554
rj202.1813,rj202.1813,K05929,5929
rj202.1814,rj202.1814,K05155,5155
rj202.2103,rj202.2103,CK01867,1867
rj203.85,rj203.85,K04898,4898
rj203.86,rj203.86,CK01240,1240
rj203.272,rj203.272,CK01305,1305
rj203.273,rj203.273,CK03057,3057
rj203.274,rj203.274,K06384,6384
rj203.275,rj203.275,K05689,5689
rj204.79,rj204.79,CK02167,2167
rj204.80,rj204.80,K02076,2076
rj204.82,rj204.82,K04418,4418
rj204.83,rj204.83,CK00921,921
rj204.98,rj204.98,CK01895,1895
rj204.99,rj204.99,K05625,5625
rj204.284,rj204.284,CK00567,567
rj204.285,rj204.285,K06745,6745
rj204.482,rj204.482,K05706,5706
rj204.483,rj204.483,CK02473,2473
rj204.486,rj204.486,K05247,5247
rj204.487,rj204.487,K05380,5380
rj204.492,rj204.492,K05622,5622
rj204.493,rj204.493,CK00597,597
rj204.854,rj204.854,CK01931,1931
rj204.855,rj204.855,CK00551,551
rj204.963,rj204.963,K06734,6734
rj204.964,rj204.964,K05852,5852
rj204.965,rj204.965,CK01203,1203
rj204.966,rj204.966,CK01270,1270
rj204.967,rj204.967,CK02022,2022
rj205.84,rj205.84,K00072,72
rj205.97,rj205.97,K05932,5932
rj205.98,rj205.98,K05953,5953
rj205.100,rj205.100,CK00464,464
rj205.302,rj205.302,K05284,5284
rj205.303,rj205.303,K05792,5792
rj205.304,rj205.304,CK00752,752
rj205.305,rj205.305,CK02183,2183
rj205.306,rj205.306,CK00736,736
rj206.73,rj206.73,K01483,1483
rj206.74,rj206.74,CK00736,736
rj206.167,rj206.167,CK01970,1970
rj207.71,rj207.71,K07016,7016
rj207.72,rj207.72,K07235,7235
rj207.73,rj207.73,CK01196,1196
rj207.74,rj207.74,CK01301,1301
rj208.101,rj208.101,CK01908,1908
rj208.102,rj208.102,K06425,6425
rj208.304,rj208.304,K01681,1681
rj208.305,rj208.305,CK00481,481
rj208.315,rj208.315,K05228,5228
rj208.316,rj208.316,CK02357,2357
rj208.319,rj208.319,CK02092,2092
rj208.503,rj208.503,K07223,7223
rj209.76,rj209.76,K06676,6676
rj209.300,rj209.300,K07599,7599
rj209.301,rj209.301,CK02220,2220
rj209.302,rj209.302,CK01922,1922
rj209.507,rj209.507,CK00511,511
rj210.101,rj210.101,K01611,1611
rj211.77,rj211.77,K05949,5949
rj211.79,rj211.79,K05236,5236
rj211.294,rj211.294,K00316,316
rj211.299,rj211.299,K04054,4054
rj211.300,rj211.300,CK00520,520
rj212.82,rj212.82,K01611,1611
rj212.84,rj212.84,K01611,1611
rj213.102,rj213.102,K00282,282
rj213.112,rj213.112,K04121,4121
rj213.113,rj213.113,CK00999,999
rj213.116,rj213.116,K02094,2094
rj213.119,rj213.119,CK00102,102
rj214.69,rj214.69,K07179,7179
rj215.92,rj215.92,K07587,7587
rj233.117,rj233.117,K03278,3278
rj233.122,rj233.122,CK00367,367
rj233.274,rj233.274,K03278,3278
rj233.278,rj233.278,CK02672,2672
rj233.1311,rj233.1311,K00377,377
rj233.1509,rj233.1509,K00377,377
rj233.1691,rj233.1691,K00377,377
rj234.103,rj234.103,K00377,377
rj234.1597,rj234.1597,K00377,377
rj236.85,rj236.85,K00377,377
rj236.89,rj236.89,K00377,377
rj236.290,rj236.290,K00377,377
rj237.83,rj237.83,K00377,377
rj237.291,rj237.291,K00377,377
rj237.490,rj237.490,K00377,377
rj237.694,rj237.694,K00377,377
rj238.84,rj238.84,K00377,377
rj238.307,rj238.307,K00377,377
rj240.104,rj240.104,K00377,377
rj240.105,rj240.105,K00377,377
rj240.310,rj240.310,K00377,377
rj240.313,rj240.313,K03278,3278
rj240.505,rj240.505,K00377,377
rj240.506,rj240.506,K00377,377
rj245.109,rj245.109,K03278,3278
rj246.1475,rj246.1475,CK07522,7522
rj253.117,rj253.117,K03278,3278
rj254.80,rj254.80,K03278,3278
rj256.173,rj256.173,K00824,824
rj256.477,rj256.477,K06194,6194
rj258.214,rj258.214,K01894,1894
rj269.86,rj269.86,K05084,5084
rj269.92,rj269.92,K00302,302
rj269.96,rj269.96,K01314,1314
rj270.286,rj270.286,K06194,6194
rj271.96,rj271.96,K02533,2533
rj274.108,rj274.108,K00784,784
rj274.292,rj274.292,K01760,1760
rj274.293,rj274.293,K01873,1873
rj274.297,rj274.297,K01925,1925
rj290.86,rj290.86,CK00309,309
rj290.87,rj290.87,CK05704,5704
rj290.88,rj290.88,CK05974,5974
rj290.89,rj290.89,CK05971,5971
rj290.90,rj290.90,CK03113,3113
rj290.91,rj290.91,CK01048,1048
rj290.92,rj290.92,CK01907,1907
rj290.292,rj290.292,CK01959,1959
rj290.293,rj290.293,CK00610,610
rj290.297,rj290.297,CK00420,420
rj290.298,rj290.298,CK02006,2006
rj290.299,rj290.299,CK00455,455
rj290.300,rj290.300,CK04077,4077
rj290.302,rj290.302,CK03970,3970
rj290.303,rj290.303,CK02783,2783
rj290.304,rj290.304,CK01588,1588
rj290.305,rj290.305,CK04735,4735
rj290.306,rj290.306,CK00222,222
rj290.307,rj290.307,CK04517,4517
rj290.308,rj290.308,CK00251,251
rj290.309,rj290.309,CK03364,3364
rj290.310,rj290.310,CK02836,2836
rj290.479,rj290.479,CK03334,3334
rj290.480,rj290.480,CK03311,3311
rj290.481,rj290.481,CK03546,3546
rj290.482,rj290.482,CK00746,746
rj290.483,rj290.483,CK01484,1484
rj290.484,rj290.484,CK02485,2485
rj290.485,rj290.485,CK02058,2058
rj290.486,rj290.486,CK01266,1266
rj290.676,rj290.676,CK01833,1833
rj290.677,rj290.677,CK00878,878
rj290.678,rj290.678,CK03377,3377
rj290.680,rj290.680,CK01687,1687
rj290.681,rj290.681,CK02604,2604
rj290.682,rj290.682,CK03286,3286
rj290.793,rj290.793,CK02759,2759
rj290.795,rj290.795,CK03286,3286
rj291.98,rj291.98,CK00189,189
rj291.99,rj291.99,CK01082,1082
rj291.100,rj291.100,CK01082,1082
rj291.101,rj291.101,CK00875,875
rj291.106,rj291.106,CK02402,2402
rj291.107,rj291.107,CK01459,1459
rj292.79,rj292.79,CK03794,3794
rj292.80,rj292.80,CK05628,5628
rj292.81,rj292.81,CK01731,1731
rj292.275,rj292.275,CK00496,496
rj292.276,rj292.276,CK02225,2225
rj292.277,rj292.277,CK01880,1880
rj292.278,rj292.278,CK03587,3587
rj292.279,rj292.279,CK04862,4862
rj292.284,rj292.284,CK02957,2957
rj292.285,rj292.285,CK01024,1024
rj292.286,rj292.286,CK01788,1788
rj292.373,rj292.373,CK02519,2519
rj292.374,rj292.374,CK01219,1219
rj292.375,rj292.375,CK02318,2318
rj292.376,rj292.376,CK03313,3313
rj292.377,rj292.377,CK03370,3370
rj292.378,rj292.378,CK02525,2525
rj292.383,rj292.383,CK03412,3412
rj292.384,rj292.384,CK05387,5387
rj292.385,rj292.385,CK03296,3296
rj292.386,rj292.386,CK01780,1780
rj292.387,rj292.387,CK01108,1108
rj292.388,rj292.388,CK04447,4447
rj292.389,rj292.389,CK02031,2031
rj292.572,rj292.572,CK04594,4594
rj292.573,rj292.573,CK01434,1434
rj292.574,rj292.574,CK01838,1838
rj292.583,rj292.583,CK00596,596
rj292.584,rj292.584,CK02124,2124
rj292.585,rj292.585,CK02005,2005
rj292.790,rj292.790,CK02644,2644
rj292.791,rj292.791,CK01967,1967
rj292.792,rj292.792,CK02490,2490
rj292.793,rj292.793,CK04808,4808
rj292.794,rj292.794,CK03094,3094
rj292.805,rj292.805,CK01934,1934
rj292.806,rj292.806,CK04135,4135
rj292.807,rj292.807,CK01390,1390
rj292.808,rj292.808,CK02480,2480
rj292.809,rj292.809,CK00901,901
rj292.810,rj292.810,CK03136,3136
rj292.811,rj292.811,CK04521,4521
rj292.812,rj292.812,CK00740,740
rj292.824,rj292.824,CK00503,503
rj292.825,rj292.825,CK02535,2535
rj292.985,rj292.985,CK02238,2238
rj292.986,rj292.986,CK05192,5192
rj292.987,rj292.987,CK03068,3068
rj292.988,rj292.988,CK02691,2691
rj292.989,rj292.989,CK02713,2713
rj292.1001,rj292.1001,CK01902,1902
rj292.1002,rj292.1002,CK02401,2401
rj292.1006,rj292.1006,CK03140,3140
rj292.1007,rj292.1007,CK02078,2078
rj292.1008,rj292.1008,CK03792,3792
rj293.91,rj293.91,CK02336,2336
rj293.92,rj293.92,CK04859,4859
rj293.93,rj293.93,CK02845,2845
rj293.94,rj293.94,CK04926,4926
rj293.105,rj293.105,CK00430,430
rj293.106,rj293.106,CK02191,2191
rj293.107,rj293.107,CK01716,1716
rj293.108,rj293.108,CK02347,2347
rj293.110,rj293.110,CK04977,4977
rj293.111,rj293.111,CK02570,2570
rj293.112,rj293.112,CK04444,4444
rj293.113,rj293.113,CK02983,2983
rj293.114,rj293.114,CK01569,1569
rj293.115,rj293.115,CK05579,5579
rj293.116,rj293.116,CK02540,2540
rj293.284,rj293.284,CK00494,494
rj293.285,rj293.285,CK02520,2520
rj293.286,rj293.286,CK02497,2497
rj293.287,rj293.287,CK01804,1804
rj293.295,rj293.295,CK01586,1586
rj293.296,rj293.296,CK02553,2553
rj293.297,rj293.297,CK04784,4784
rj293.303,rj293.303,CK03893,3893
rj293.304,rj293.304,CK04132,4132
rj293.305,rj293.305,CK01631,1631
rj293.306,rj293.306,CK02329,2329
rj293.307,rj293.307,CK02130,2130
rj293.308,rj293.308,CK04762,4762
rj293.488,rj293.488,CK05683,5683
rj293.489,rj293.489,CK04509,4509
rj293.490,rj293.490,CK04848,4848
rj293.491,rj293.491,CK01101,1101
rj293.503,rj293.503,CK02901,2901
rj293.504,rj293.504,CK01225,1225
rj293.505,rj293.505,CK04672,4672
rj293.506,rj293.506,CK03303,3303
rj293.507,rj293.507,CK05935,5935
rj293.508,rj293.508,CK02858,2858
rj293.509,rj293.509,CK01104,1104
rj293.510,rj293.510,CK02719,2719
rj293.985,rj293.985,CK02760,2760
rj293.986,rj293.986,CK04289,4289
rj293.987,rj293.987,CK04255,4255
rj293.988,rj293.988,CK01711,1711
rj293.989,rj293.989,CK02902,2902
rj293.990,rj293.990,CK04838,4838
rj293.991,rj293.991,CK00912,912
rj293.1001,rj293.1001,CK00476,476
rj293.1002,rj293.1002,CK01649,1649
rj293.1003,rj293.1003,CK02460,2460
rj293.1004,rj293.1004,CK04552,4552
rj293.1005,rj293.1005,CK00778,778
rj293.1006,rj293.1006,CK04051,4051
rj294.95,rj294.95,CK04089,4089
rj294.96,rj294.96,CK02057,2057
rj294.97,rj294.97,CK03049,3049
rj294.120,rj294.120,CK01076,1076
rj294.121,rj294.121,CK03975,3975
rj294.122,rj294.122,CK04464,4464
rj294.123,rj294.123,CK01973,1973
rj294.391,rj294.391,CK04238,4238
rj294.392,rj294.392,CK02502,2502
rj294.579,rj294.579,CK02543,2543
rj294.580,rj294.580,CK04508,4508
rj294.581,rj294.581,CK04875,4875
rj295.296,rj295.296,CK06195,6195
rj295.297,rj295.297,CK00747,747
rj295.298,rj295.298,CK02247,2247
rj295.299,rj295.299,CK04493,4493
rj295.300,rj295.300,CK00750,750
rj295.301,rj295.301,CK04332,4332
rj295.302,rj295.302,CK03330,3330
rj295.494,rj295.494,CK01461,1461
rj295.495,rj295.495,CK01194,1194
rj295.496,rj295.496,CK02344,2344
rj295.497,rj295.497,CK04809,4809
rj296.86,rj296.86,K00275,275
rj296.91,rj296.91,CK00747,747
rj296.92,rj296.92,CK01461,1461
rj296.93,rj296.93,CK01194,1194
rj296.94,rj296.94,CK02344,2344
rj296.95,rj296.95,CK04809,4809
rj296.96,rj296.96,CK03744,3744
rj296.97,rj296.97,CK01795,1795
rj296.291,rj296.291,K00623,623
rj296.295,rj296.295,CK00956,956
rj296.485,rj296.485,CK00951,951
rj296.492,rj296.492,CK01085,1085
rj296.493,rj296.493,CK01331,1331
rj296.494,rj296.494,CK03257,3257
rj296.495,rj296.495,CK03550,3550
rj296.496,rj296.496,CK02764,2764
rj296.497,rj296.497,CK00950,950
rj296.504,rj296.504,CK04606,4606
rj296.505,rj296.505,CK01403,1403
rj296.506,rj296.506,CK02146,2146
rj296.507,rj296.507,CK00842,842
rj296.667,rj296.667,CK02210,2210
rj296.668,rj296.668,CK01868,1868
rj296.669,rj296.669,CK02146,2146
rj296.670,rj296.670,CK00842,842
rj296.788,rj296.788,CK00982,982
rj296.789,rj296.789,CK02210,2210
rj296.790,rj296.790,CK01868,1868
rj296.795,rj296.795,CK00842,842
rj296.796,rj296.796,CK00811,811
rj296.799,rj296.799,CK03764,3764
rj297.81,rj297.81,K01930,1930
rj297.85,rj297.85,K00319,319
rj297.90,rj297.90,CK02146,2146
rj297.91,rj297.91,CK01393,1393
rj297.92,rj297.92,CK01672,1672
rj297.93,rj297.93,CK03744,3744
rj297.308,rj297.308,CK05499,5499
rj297.309,rj297.309,CK02531,2531
rj297.313,rj297.313,CK01514,1514
rj297.314,rj297.314,CK03414,3414
rj299.89,rj299.89,CK02205,2205
rj299.90,rj299.90,CK02588,2588
rj299.91,rj299.91,CK04372,4372
rj299.99,rj299.99,CK02806,2806
rj299.100,rj299.100,CK05653,5653
rj300.276,rj300.276,CK02090,2090
rj300.277,rj300.277,CK00739,739
rj300.278,rj300.278,CK02847,2847
rj300.279,rj300.279,CK01427,1427
rj301.18,rj301.18,CK04266,4266
rj301.19,rj301.19,CK04595,4595
rj301.20,rj301.20,CK02560,2560
rj301.21,rj301.21,CK02256,2256
rj301.22,rj301.22,CK01501,1501
rj301.23,rj301.23,CK02834,2834
rj302.75,rj302.75,K01909,1909
rj302.82,rj302.82,CK04334,4334
rj302.83,rj302.83,CK02214,2214
rj302.84,rj302.84,CK04721,4721
rj302.85,rj302.85,CK01202,1202
rj302.263,rj302.263,CK01494,1494
rj302.264,rj302.264,CK02751,2751
rj302.265,rj302.265,CK02839,2839
rj302.269,rj302.269,CK00818,818
rj302.463,rj302.463,K03083,3083
rj302.468,rj302.468,CK03545,3545
rj302.469,rj302.469,CK02708,2708
rj303.46,rj303.46,K01790,1790
rj303.47,rj303.47,CK05826,5826
rj303.48,rj303.48,CK03391,3391
rj303.50,rj303.50,CK02883,2883
rj304.71,rj304.71,CK01552,1552
rj304.72,rj304.72,CK03650,3650
rj304.73,rj304.73,CK04650,4650
rj304.74,rj304.74,CK01510,1510
rj304.177,rj304.177,K02133,2133
rj304.181,rj304.181,CK02736,2736
rj304.182,rj304.182,CK01404,1404
rj304.183,rj304.183,CK02835,2835
rj304.184,rj304.184,CK02126,2126
rj304.185,rj304.185,CK00781,781
rj304.186,rj304.186,CK02266,2266
rj305.74,rj305.74,K03681,3681
rj305.78,rj305.78,CK05965,5965
rj305.79,rj305.79,CK03298,3298
rj305.80,rj305.80,CK03263,3263
rj305.81,rj305.81,CK01141,1141
rj305.376,rj305.376,K01692,1692
rj305.380,rj305.380,CK03077,3077
rj305.381,rj305.381,CK01584,1584
rj305.382,rj305.382,CK04050,4050
rj305.383,rj305.383,CK01879,1879
rj305.384,rj305.384,CK01006,1006
rj305.385,rj305.385,CK04134,4134
rj305.564,rj305.564,CK03102,3102
rj305.565,rj305.565,CK05909,5909
rj305.980,rj305.980,K00719,719
rj305.987,rj305.987,CK04216,4216
rj305.988,rj305.988,CK03766,3766
rj305.1472,rj305.1472,CK02355,2355
rj305.1476,rj305.1476,K00281,281
rj305.1672,rj305.1672,K00285,285
rj307.81,rj307.81,K00824,824
rj330.100,rj330.100,K00855,855
rj330.282,rj330.282,CK06860,6860
rj330.283,rj330.283,CK05341,5341
rj330.285,rj330.285,CK00249,249
rj330.286,rj330.286,CK05663,5663
rj330.287,rj330.287,CK05833,5833
rj330.296,rj330.296,CK07375,7375
rj330.297,rj330.297,CK04069,4069
rj330.298,rj330.298,CK02101,2101
rj331.292,rj331.292,CK02114,2114
rj331.294,rj331.294,CK00255,255
rj331.295,rj331.295,CK01424,1424
rj331.296,rj331.296,CK05708,5708
rj331.297,rj331.297,CK07923,7923
rj332.87,rj332.87,CK06299,6299
rj332.88,rj332.88,CK00443,443
rj332.89,rj332.89,CK02811,2811
rj332.90,rj332.90,CK02298,2298
rj332.91,rj332.91,CK00160,160
rj332.92,rj332.92,CK08061,8061
rj332.190,rj332.190,CK00182,182
rj333.21,rj333.21,CK06166,6166
rj333.22,rj333.22,CK03469,3469
rj333.23,rj333.23,CK01245,1245
rj333.27,rj333.27,K00370,370
rj333.306,rj333.306,CK06246,6246
rj333.307,rj333.307,CK05597,5597
rj333.308,rj333.308,CK00125,125
rj333.314,rj333.314,K00295,295
rj333.321,rj333.321,CK01397,1397
rj333.323,rj333.323,CK02700,2700
rj333.504,rj333.504,K03179,3179
rj333.508,rj333.508,CK02060,2060
rj333.509,rj333.509,CK03266,3266
rj333.510,rj333.510,CK02223,2223
rj333.513,rj333.513,CK01702,1702
rj333.514,rj333.514,CK01671,1671
rj333.515,rj333.515,CK01140,1140
rj333.516,rj333.516,CK03878,3878
rj333.517,rj333.517,CK07073,7073
rj333.518,rj333.518,CK01075,1075
rj333.519,rj333.519,CK05475,5475
rj333.684,rj333.684,CK00253,253
rj333.685,rj333.685,CK01146,1146
rj333.686,rj333.686,CK06863,6863
rj333.693,rj333.693,K02732,2732
rj333.694,rj333.694,K02732,2732
rj333.702,rj333.702,CK01358,1358
rj333.703,rj333.703,CK04928,4928
rj333.989,rj333.989,CK03478,3478
rj333.994,rj333.994,K00855,855
rj333.998,rj333.998,CK01658,1658
rj333.999,rj333.999,CK04380,4380
rj333.1000,rj333.1000,CK00130,130
rj333.1001,rj333.1001,CK04778,4778
rj334.91,rj334.91,CK02193,2193
rj334.99,rj334.99,CK03145,3145
rj334.100,rj334.100,CK00396,396
rj334.105,rj334.105,CK02551,2551
rj334.292,rj334.292,CK02663,2663
rj334.293,rj334.293,CK01176,1176
rj334.294,rj334.294,CK04208,4208
rj334.295,rj334.295,CK01014,1014
rj334.296,rj334.296,CK00883,883
rj334.297,rj334.297,CK01420,1420
rj335.285,rj335.285,CK02156,2156
